8.526413393,-8.161338332,1.921875014
2.546640606,-4.558744409,1.841661697
-8.204404846,-5.785153281,3.182992733
-4.417924823,7.152911593,4.811048571
-6.948176036,5.349090982,6.161549827
0.835277203,7.700769888,9.162784892
3.369985865,-4.204139257,2.921965164
-8.500507594,3.160012854,8.980408998
5.213148309,-2.59167093,4.473643305
9.215097295,-7.502594803,2.483325202
-5.176323733,-9.111169549,2.932226814
-8.089542446,-5.982861137,6.586375705
-8.130438316,-5.913654749,4.087383177
-8.763616468,2.587650809,8.865883737
-3.943337584,-9.855329331,3.956037464
4.355791055,-3.524191013,6.080862228
2.423348495,-4.597914065,4.503468676
-8.765519797,-4.62351091,3.567887789
-5.916578252,-8.540514038,2.529624717
6.307787027,1.812211444,0.948617035
-7.151415864,5.132061861,0.282029656
3.099205003,-4.339498833,7.813494441
5.568964941,-2.042389837,3.715658491
-8.674857727,-4.839935202,7.307149312
-9.148361704,-3.481438712,9.375003062
-9.336839876,-2.625132178,6.989542802
-7.834629664,-6.388009243,9.1098659
-1.86216886,7.869016786,0.980681463
5.718530733,3.808591374,3.837447818
12.34971703,-1.524951347,7.383802352
1.228403645,7.59493068,6.722392046
6.011640529,3.085967277,1.517557804
-2.696295425,7.732888135,5.537267299
6.152714859,2.613826798,7.154879798
3.94239685,-3.849034266,2.324425045
2.004432718,-4.705954042,7.779579249
10.98673177,-5.138304169,2.267707023
12.60501935,1.148543031,0.837745282
6.312271429,1.776753055,7.028063359
6.065631859,-0.912442566,7.051349177
1.851364961,-4.73603507,2.691933776
-6.549508109,5.73507369,9.559173943
5.61740941,-10.04113397,1.032888102
-8.493758104,3.173413816,7.384735146
6.017145548,3.06968602,3.565277937
-4.873334197,6.924238837,2.806307951
12.42754712,-1.111594956,8.504909356
-7.023162863,-7.451722422,5.396655607
-4.892876703,6.913637674,8.13618842
5.124702681,4.824617827,3.175462987
1.458322451,7.522440416,5.900318227
6.270708922,2.061079395,5.370094818
5.651807601,-10.02556541,7.017242401
4.778484799,-10.37991428,6.006382457
3.633854248,-10.72332269,5.758135449
12.18811913,4.22661531,3.530293694
-9.4088957,0.13968885,5.127991324
5.355122932,4.476011101,1.675020892
11.38363283,-4.384305345,0.169706149
6.246862886,-0.205803746,3.067027342
2.340672081,-4.622274024,3.781260655
6.865893812,-9.383629709,3.283213708
-6.175854271,-8.313809402,3.330752403
-8.350799388,3.445053399,7.324105832
5.191048895,4.728826268,7.330693633
6.175508175,-0.52740982,5.88447792
12.08012091,4.613747472,1.709334434
4.352082895,5.742669141,5.140521259
12.44903244,-0.981676418,6.735059959
5.162557154,4.770383338,8.14804381
5.086803134,4.877840397,2.964651452
-2.934781742,7.677291599,7.175498006
5.294718779,4.571909879,1.777119441
-8.120014583,3.84155632,7.885919698
5.923643838,3.32955397,2.004102045
6.058752852,-0.933715087,1.447365247
-8.594826027,2.966645878,1.237787574
3.27479601,-4.25394571,2.195716172
6.359718191,0.860289618,6.336834882
4.790750432,-10.37551026,6.193552527
-7.909740028,-6.273016095,7.112008613
-2.361119921,7.798375815,9.197704964
9.739316386,-6.921860124,5.436514681
3.103005581,-10.83897717,9.467039816
4.855541947,-3.032795738,5.487360514
-0.445132054,7.897749657,3.204028967
12.35373333,3.512541536,6.359502624
-2.727999997,7.725931857,9.787844685
6.032016293,3.024998249,6.142632475
6.062942284,2.928495023,1.769914625
-8.24620341,-5.710531247,7.829829687
5.923231023,-1.307776751,7.600645248
3.83309618,6.214180793,0.974242694
-9.474335165,-1.23146783,3.810130912
12.42844664,3.109506583,3.295590212
6.249288269,-0.193229539,9.012537042
5.845080225,-1.493879758,4.014574746
-8.106643464,-5.954075994,3.677772684
-9.437370529,-0.126899798,2.646096637
-9.476960129,-1.074136682,2.144831286
-6.907807155,-7.581622458,1.662009542
11.57052493,-3.977920424,1.953235518
10.85539166,-5.36222611,1.054147766
1.427153584,7.532738356,6.833352565
8.224716579,-8.418500764,5.744901462
-8.22221369,-5.753542622,5.379074952
5.349965205,4.484337141,6.629464463
6.141254199,2.657497802,0.640321581
-0.865577295,-10.88182684,5.769642056
2.971573746,-4.396718854,9.788651627
5.5143281,-2.136110768,3.718041603
7.972792812,-8.620238249,0.251812153
-7.819985903,-6.410034809,2.122890644
-4.849892551,-9.331132267,8.943948359
1.960635851,7.335291869,4.906064863
4.649183646,-3.250816064,5.358943311
-4.322505948,7.196512929,6.22605487
-7.932510318,-6.237465355,0.178779955
5.313729545,4.542101765,3.797678784
-0.898445623,-10.87610817,6.411428091
2.917244314,-4.419844552,5.096284116
-9.472330846,-1.30141413,0.866126353
-1.175622166,7.914605653,1.175156354
-8.796950167,-4.544938003,7.902136135
-9.316409739,0.738719443,1.589624851
-7.899353604,-6.289123623,2.046738372
-8.137454485,3.813168209,0.192698196
-5.600083819,-8.797562867,1.69129859
-7.224649722,5.050113751,2.030791501
-6.25614156,5.98965756,2.648944841
6.283825267,-9.714535475,4.981379574
5.829373428,-1.529266565,0.181337385
-7.854789184,-6.357480457,5.35402711
6.063049506,2.928151447,4.067494168
4.184997193,-10.57439719,8.55694205
5.644020425,-1.906717415,1.079654524
2.312096406,-4.63034177,5.173168282
-6.534119994,-7.97387162,6.322068255
-7.917664375,-6.260681275,0.330582191
10.03372769,-6.559110601,6.796115816
3.180539541,-4.300871766,9.822014004
4.4408737,-10.49497561,7.927167446
12.60486681,0.833093551,5.370548316
6.149033286,2.627988403,5.828133507
-3.394833753,7.548350898,6.705083328
4.741391871,5.319686072,1.044583493
-3.488960482,7.518364483,0.745812319
4.186120831,-3.665338386,6.008212178
5.388940549,4.420755914,9.398902678
9.363994992,-7.345348308,4.710167169
4.192151297,5.898003478,0.173486446
-9.355904859,-2.51087399,9.200500147
5.9720847,3.199122948,2.476140368
2.633912371,7.016823898,6.496903023
-9.048099963,-3.829584685,5.114411323
-8.928119094,2.165029899,1.509216956
6.360709955,0.926990316,5.569649641
6.360779934,0.934761144,7.357500014
-4.040926115,7.316871398,4.055145127
10.83251971,-5.400119628,5.009323834
9.669399717,-7.003880304,4.836638179
6.091872841,-0.828705052,7.030818993
12.27175601,3.889107982,6.374584429
9.546232013,-7.144793831,3.463363249
-0.902861433,7.916222737,4.937190639
7.035382601,-9.278666556,0.79888544
-9.084979764,-3.707075672,0.940704162
3.493131724,6.477581367,5.884741626
-6.954924284,-7.529102023,1.55014944
6.346340752,1.420683785,9.146930433
-9.370127717,0.42296325,3.394222411
6.336571852,0.432281701,8.976146586
-9.476638397,-0.883060075,7.894336525
1.265486689,7.583778065,6.334561163
-7.302726919,-7.117261845,9.521823491
4.969621384,-10.30947446,5.759964543
4.343847518,5.750907729,1.438179195
-9.454049941,-1.65874967,4.150406139
-1.416513587,7.905378279,1.499679158
-3.443355653,-10.0958217,9.183978334
5.858183458,-1.463874524,4.368305786
5.413959704,4.379112539,4.391025091
-9.013492609,-3.939568585,6.979029782
4.438537282,5.654527394,6.555056204
12.60331398,0.740084764,1.397717807
9.166299543,-7.552895526,9.715115563
-7.643371089,4.537962619,5.500169925
-9.289256012,-2.879750907,6.713684928
-4.975602984,6.868016208,4.733265489
3.631895121,6.373941778,6.552464343
-9.437730883,-1.861039379,6.526455567
0.617915718,-11.0342277,8.513522705
-2.686543023,7.735001245,2.661476128
4.253080333,-3.611006645,1.903709068
11.47894201,-4.181977696,2.345220384
3.16457528,6.703494783,0.987688401
5.974554267,3.192244429,8.694057968
8.690682861,-8.013698574,0.420213514
5.22131572,-2.580475201,9.30161132
6.292911342,0.063204557,1.000951929
6.068141619,2.911758839,9.620769157
6.256656235,-0.154137131,9.860857525
6.307042737,0.163943144,3.866598483
4.546951296,5.539536571,4.776136263
6.044563973,-0.976768779,8.111368371
5.716594798,-1.766878903,8.526098893
-1.903202297,7.864405801,5.166457468
-6.161118778,-8.327108327,4.163433234
12.21105208,4.137868584,9.510968914
-0.227913404,-10.97243904,2.896838395
4.077547198,-3.749818071,6.209590225
5.823959627,-1.541321523,3.333052075
12.43064481,3.096446129,5.955589388
6.17060179,-9.773825567,8.171441334
3.465992415,-4.151376433,7.50765969
0.604693744,7.752593374,6.20781875
1.440418426,-4.79257112,3.236634335
-6.592761293,-7.915014848,1.269333544
12.40718729,3.231798473,6.38106301
8.443898634,-8.233430807,6.539876328
-8.531108143,3.098548035,9.885924633
-2.186234746,7.826763116,4.941035265
5.673175085,3.902325333,1.564269692
1.82104624,-11.00990596,4.268446709
1.160514808,7.614818341,3.146015264
-4.70656274,-9.422200571,7.615411468
11.90105228,5.172061331,3.536955644
-8.782794005,-4.58056943,9.277386148
4.966126789,-2.905779789,9.062947487
-9.145265995,-3.492962773,7.740825706
3.997865337,-3.809087761,7.634610457
-8.553193291,-5.109806666,5.840786211
5.748827616,3.743861049,8.718937701
3.51371016,-10.75185442,9.423682273
-0.360645576,-10.95673696,9.94170848
-8.016771311,4.004925119,3.524817452
-0.188797988,-10.97675266,1.767191261
-8.964854802,2.06128029,8.6493085
-5.553868999,-8.833403925,1.140373359
0.169635821,7.830484267,6.1049409
5.356596753,-10.15478506,8.072150173
5.922024811,-1.310788325,0.445161441
-1.385545544,7.906973959,0.509897147
-4.233036462,7.236088027,3.684505087
0.244398272,-11.01504734,8.353464173
1.519046843,-11.02832789,8.495414052
6.251570905,-0.181265338,9.884066114
-6.101065135,6.115216519,0.74944929
9.661409764,-7.013158252,4.877013888
4.16237572,-3.684190638,7.384545098
-1.166211609,7.914817752,0.832666734
6.355021833,0.712575837,9.097813962
-4.984816757,-9.24237741,9.355166538
12.2118232,4.134838409,2.664347878
0.308826586,-11.01926626,4.668188519
-9.389821495,-2.282333736,6.746866272
-4.728454507,-9.408501266,2.252166816
-4.834975912,6.94485318,6.427953697
-8.719034567,-4.73627969,8.622331019
1.944058358,7.342124391,8.76892128
0.122419114,7.837407029,5.931109835
-4.100554403,-9.772891363,9.073500668
5.366311487,-2.37167876,6.728516649
-4.177327416,7.260098602,4.325217591
-7.872581994,4.220734693,1.40315813
-6.150939821,-8.336264939,2.080866969
-5.651517659,6.447371549,6.514556734
1.33587503,7.562042035,8.100977242
-9.476593973,-1.109779424,2.086691333
1.868281894,-4.732953405,2.046412588
3.099558713,-10.8396408,8.804474848
12.56262631,-0.0459814,7.125325557
-4.563120335,7.083752236,5.881279728
1.866173944,-4.733340679,6.661104534
4.91869932,-2.961191121,7.139442705
3.427949724,-4.17259236,4.798299582
-8.501830783,-5.217644203,5.733345097
-7.408491335,4.83487591,9.277928015
2.081685772,-10.98735536,1.531952487
-0.743191844,7.912804935,3.319055692
-7.405663419,-6.986415999,3.227673746
6.062725373,-0.921463286,1.120350573
6.012644432,-1.069883031,9.179142725
-9.028703106,-3.891785275,9.085519426
12.59667735,1.480073036,1.057410007
12.39762832,3.284605979,5.758403367
-8.650950491,-4.894700969,5.089864265
-4.529653299,7.09999784,4.912658853
10.8201254,-5.420523665,6.955933005
-3.631980965,7.470401463,1.060367031
6.810407833,-9.417122913,0.771928369
12.60528536,0.869289862,4.753350492
-9.408125251,-2.139950954,7.420034842
3.930555443,6.132488938,9.112510609
4.400126074,-10.50806795,8.423849386
5.412677252,-10.13099644,3.382109494
6.269722706,2.06690649,9.069808929
-4.542311976,-9.522621277,5.065504233
2.737321479,-4.491320268,3.772449917
4.562292738,-3.335955767,8.223221751
12.13327606,-2.409958371,9.749148132
-3.992899971,-9.829703922,4.724229011
12.57699231,1.851345574,2.18448763
4.806593255,5.241674433,9.782061933
12.43053625,3.097093139,0.775753784
4.982350159,-2.886489997,5.324077443
3.498353071,-10.75540135,3.166622941
4.771714344,-3.124189051,9.545166297
-6.698954668,-7.805956204,0.376175565
8.532286802,-8.15615485,0.346918884
3.384553886,6.555174335,9.034550386
2.248995414,7.208905033,2.411700175
11.97372671,-2.928040342,2.009330604
6.173244091,-0.536430043,5.536194383
-5.329113849,-9.001905495,4.540669683
-9.423306526,0.013770967,8.129317688
-9.240004871,1.104607299,9.844317441
12.14650179,-2.363040052,1.462327924
2.498776887,-4.574357979,5.583917315
-6.144500176,6.080647596,3.627790541
3.710393897,6.312988726,9.186578756
5.60718171,-1.974366277,3.544145802
-5.337429262,-8.995838626,0.924654116
6.19129366,2.456859369,4.58044684
-4.090739396,-9.778136961,7.728689522
-2.94605927,-10.30421607,8.193903158
-5.023735784,-9.216216743,7.859163766
-2.978451246,-10.29153495,2.747738794
12.51434655,-0.517497267,9.164381926
11.88661348,-3.180985022,9.735434651
8.426943789,-8.248077096,2.840732061
12.32540183,-1.640273828,9.086396853
-6.642738769,-7.8640925,6.14633953
2.580057639,7.045386098,7.651536304
5.962412451,3.225839259,7.962419528
11.98300672,4.927276553,5.52469495
2.535277928,-10.93333436,3.18854945
6.05436637,2.955766695,5.416934087
5.800692062,3.628711898,8.459678197
-7.303459818,-7.116345696,3.591776087
9.562572033,-7.126355441,3.552454293
11.19736751,-4.754219299,5.538304346
-3.312694324,7.573505489,4.408245108
5.633411505,-1.926416781,6.988985769
6.32333427,1.681522638,5.913896288
-3.659820449,-9.995652503,5.089883271
-9.465003907,-0.512439693,1.66739281
2.345137872,7.163505959,0.37350595
-5.091224155,-9.170247042,0.440370368
-8.769372884,-4.613982914,2.886209066
5.796846656,3.637449585,0.23182333
-3.723008867,-9.965287923,0.568602267
2.369806288,-4.613862964,7.149219739
6.346671643,0.562006012,4.265040371
-9.469798397,-0.617917321,9.800255825
-8.834586505,-4.448177239,7.929695982
-9.273987327,0.95085793,1.667983865
-7.682006616,4.486520395,6.558309009
11.45118653,-4.241902181,8.087018772
10.90339055,-5.281665261,3.139948668
2.946921616,-4.407302259,3.704994125
7.10368981,-9.235213759,6.416903308
-7.484210361,-6.883515672,0.516334779
12.60580805,1.052634567,2.059969644
6.229952722,2.279813905,3.307519662
6.428230952,-9.636571342,9.60032508
-6.998197282,5.297038214,1.880660043
-4.702370723,7.014164382,2.301699505
2.733399439,6.962555613,4.989415826
5.736825621,3.769716264,3.45292269
1.574858222,-4.777931096,2.017872436
11.80938731,-3.391424723,3.575572183
1.239744605,7.5915417,3.24593029
-7.925593271,-6.248299619,5.397197211
4.414355874,5.679489523,7.053128404
0.186768605,7.827899035,6.053893715
-9.037938118,1.841963654,8.38293659
3.986288882,-3.817512455,9.122286735
-8.939056348,2.134553005,1.920052045
-6.982203221,5.313775816,2.1078053
5.950598104,3.258002275,3.591039684
4.750518115,5.308903464,9.700387786
-6.166458552,-8.322295076,0.658337739
6.266498247,-0.099616422,2.863104648
-4.645369945,-9.460097535,9.717359508
4.477189783,-3.415847294,8.276626889
2.448228048,-4.590285429,4.834219911
-6.020172445,-8.451758693,4.933037879
11.52450559,-4.081709795,0.879733674
-1.314112247,7.910193967,5.742123881
12.56627907,-0.001149734,3.764780811
6.352985973,1.307931373,7.472114749
12.41456805,-1.18620772,1.239686082
-8.676065089,-4.837145293,7.169831011
-1.860020358,7.86925233,5.927649494
0.589893454,7.75566693,8.580850349
2.143232138,-10.98112832,1.40764341
12.60509706,1.141936452,6.076245322
4.290035191,-3.580264538,2.878678693
2.454152058,7.109982317,0.796321612
-2.769918377,7.716530708,7.023760916
4.512990963,5.576110301,8.56093307
6.035134908,-9.842679876,7.318353138
-1.528784741,-10.74605652,0.688147023
-3.846144912,7.393071627,9.150981086
-8.002737645,-6.125697632,1.678083977
1.370973884,7.550924048,4.77285621
-8.116966751,3.846493206,2.606233608
-5.437790544,-8.921612861,0.027217523
-6.417862215,-8.087794746,1.189184741
3.000329597,6.806917829,9.810737215
-8.764914082,-4.625006138,9.527387624
11.99998035,-2.848110677,6.980307458
6.082696383,2.86405768,5.721922386
-7.838398479,4.269958354,0.440785384
10.26440224,-6.253257879,5.22744175
-2.755325954,-10.37643753,6.758320779
-9.348400914,0.558721419,0.584559846
4.205707768,5.885207498,9.198566405
-8.570547226,-5.07259882,1.107158542
5.480450825,-2.1922801,9.175323874
-9.305098288,0.797865843,9.594560524
-6.839954047,5.458818845,8.04241095
12.48952587,2.709155029,1.945878919
-9.297193061,-2.839784888,9.561002424
-3.850125597,7.391570838,2.139047217
-4.082488123,7.299873516,2.774783394
4.907681089,-2.973859638,7.20400352
-6.003193405,6.191451104,0.288798409
-6.702294133,-7.80247362,2.609410917
6.136961675,2.673549158,3.024529794
-0.569414758,-10.92869466,7.431973235
2.462645651,-4.585801178,6.251230275
-1.005666237,7.916715985,5.356170849
-1.105044274,7.915924292,1.216263203
-5.806164735,6.338199036,0.743466485
4.595123384,-3.304222058,7.814391798
4.633179834,-3.266778021,1.78786017
6.816129274,-9.413688822,0.807212666
6.973463462,-9.317480726,9.397047667
-9.476161991,-1.141080902,9.770277797
10.84985829,-5.371422488,5.382904282
4.78442854,5.268451059,1.662875193
-9.350884346,0.5438312,4.872725869
1.520667624,-4.784281437,3.483019795
-7.982482034,-6.158271084,9.406876692
5.884501008,-1.40220795,9.298544971
4.620207186,5.45885067,9.756951239
-8.869377769,-4.355934605,1.336275032
3.671803039,-4.029337651,9.114202391
-4.957984174,6.877834172,7.245974615
-0.38412458,-10.95378779,6.487061137
5.932523216,-1.284416551,9.71805674
7.943785085,-8.642745252,7.903159016
1.688379399,-4.762656322,5.012657854
-3.528417714,7.505422808,8.175446175
2.391129761,-4.60758765,4.410778482
-5.620067436,6.468950798,2.266995949
-3.607324318,7.478878436,2.969392482
4.428474423,5.664944754,3.707624639
-9.39712994,0.232772311,4.069651298
6.292001881,1.926352999,4.070686065
12.47180435,2.834471992,1.059118148
-5.279410244,-9.037907564,0.973398832
5.878419674,-1.416629264,0.578120803
-4.903656046,6.907761591,2.728770373
1.180600942,-11.03916478,1.875159608
1.894705728,-11.0041586,0.673524423
8.278884602,-8.373612323,7.445765235
3.828267554,-3.927960623,8.918508049
-6.140122592,-8.34596897,6.82304828
5.717871819,-1.764334247,9.751537202
11.28931228,-4.575544916,6.438472054
-2.434942236,-10.48853177,5.407556829
0.223906188,-11.01362565,4.677752554
5.013633192,4.977703157,6.723198718
8.114746251,-8.50796664,3.860401451
-5.869793669,6.291766327,0.590737497
3.110270206,-4.334343897,7.695488839
11.45739376,-4.228574439,3.528669744
-6.338764559,-8.163277275,9.899013855
2.359943508,-4.616731383,7.212873499
12.59658206,1.482554809,1.280581763
-7.845190858,-6.372045903,8.133196633
-7.682548491,4.485793331,4.876071743
4.865122379,-3.022089808,4.357396765
11.25836406,-4.636502234,5.172529626
-8.412402907,-5.397848341,8.050288921
0.559157103,7.761953396,0.816185493
7.425769175,-9.021100534,1.768784246
4.024392818,-3.78960585,1.179004072
0.029178307,7.850210543,3.369205678
1.432925032,7.530842772,4.929565354
-6.659743617,5.633219541,6.16874862
5.841881058,-1.501137906,7.486419035
5.492476615,4.243909718,3.997515771
3.352576209,6.5774614,2.450211961
6.28808688,1.9525553,4.414454286
-0.695165224,-10.9098158,3.298078747
3.056409816,-4.359142159,9.884550115
7.457924218,-8.998865089,4.968419939
9.66164159,-7.012889327,2.085236332
-9.191636252,1.304715508,7.096288772
-0.260628531,-10.96872172,1.743477676
4.931126692,-2.946810842,2.367087086
-5.602677697,6.480793905,5.310307031
5.018249841,4.971510807,3.701340528
9.763325476,-6.893344691,3.404234068
-8.741730037,2.639530351,6.500031324
12.60457192,0.81179686,3.869194428
3.049641961,-10.84912615,1.493240935
-9.046277203,-3.835492418,3.741999557
3.255458854,6.643617371,7.508944576
-2.660320785,-10.41086956,9.527123384
6.12647048,-0.711212711,8.610594065
4.420443722,-3.467289579,8.269720278
-2.995810102,7.661844261,7.52094971
9.0992169,-7.621082464,9.601730572
12.0812539,4.609915782,4.115181102
5.952376836,-1.233522009,5.602713784
-0.604135762,-10.92363195,3.800466198
-7.181609053,5.098526498,8.361559357
3.374773418,-4.201568918,4.974354575
2.284260509,7.192446496,8.467631675
1.448790605,-4.791768371,3.499325656
-7.331691703,-7.080888606,0.190706856
5.828847519,3.56369147,0.368234236
-2.219686472,-10.55752791,0.145982578
-4.891566491,-9.304036472,1.141168824
0.580911112,7.75751754,8.055666215
10.90953807,-5.271243681,6.083272714
-9.396296256,0.239095429,0.624230548
-2.643512744,-10.41685572,4.372296019
-3.97346819,-9.839790341,0.050038414
12.50342916,-0.604719069,7.571785969
10.58363552,-5.793417348,9.08945532
12.54912567,2.193793509,5.134634667
-0.97113772,7.916699259,8.523327222
-5.379079861,6.62758151,3.215321624
-1.71339833,7.883945103,1.276417929
6.535598247,-9.57686838,8.746468674
12.56414149,2.023606657,0.935855731
1.415869991,-11.03272942,0.080627683
-1.070480574,7.916340961,3.971015962
12.14490969,4.387166537,2.709044046
11.87620568,-3.210052628,1.546965584
1.498375548,-11.02928688,2.72035396
1.575280511,7.482458097,8.589447103
6.341045189,0.48554,5.053416993
-6.107262514,6.110312179,0.471010755
3.949304713,-10.64174316,3.311440903
-1.910319197,7.863584315,5.39282416
6.347145889,0.569095599,1.963054338
12.5062853,-0.58237566,6.205767493
5.995691168,3.132379122,3.232781223
5.078084216,-2.769000778,1.332722404
2.01755233,-10.99347708,6.302946606
3.139635287,6.719590987,2.019315991
11.61577705,-3.873236072,4.358021866
6.042769983,2.992009665,8.34515922
-7.288088881,-7.135514586,5.425237163
4.995870154,-2.870280808,4.305816651
5.012851134,4.978750726,2.915662306
-2.237604423,-10.55197483,2.860702088
1.441381502,-4.792479514,7.530065312
1.951081036,-4.717000964,1.675486574
-9.253087526,1.046871614,0.765486029
3.983257497,-10.63238133,8.660921985
6.318398982,1.725534225,9.73450199
1.854107746,-4.735539516,9.578070801
-6.702092547,5.593135651,3.576812262
0.087286327,7.842366255,0.29984673
4.678219779,-10.41532235,1.589661737
0.631733151,7.746899942,0.882028311
0.121053197,-11.00590707,1.150425556
-2.310834394,-10.52892211,6.284950403
1.10564423,-11.04016333,9.284405995
-8.834996538,2.411844678,3.954397012
3.231760788,-4.275662444,0.194931568
5.876864178,3.448246211,8.007843054
-8.41102199,-5.400560663,8.424555296
5.032800788,-2.825371642,4.169980232
-0.479051961,-10.94133625,6.62969297
-8.291698476,3.551138025,9.268135969
-1.704930825,-10.702655,1.873838983
-8.167842589,-5.849223554,8.388660306
-5.925748255,-8.532752732,7.849845572
5.350815519,4.482966305,9.308696499
10.8192811,-5.421910276,9.384452021
9.520516781,-7.173656161,1.855628472
6.824229515,-9.408819267,7.795309545
12.26500687,3.917864352,6.565330804
2.543446629,-4.559802514,1.166113319
6.360761455,0.932603371,4.837691835
-8.185445763,-5.818513539,6.927639383
6.294707741,1.907802378,3.044604373
4.000865154,6.071705821,4.577603424
4.672833564,5.399315004,5.459752588
12.1628053,4.321671188,4.374948195
-5.251932557,6.706647703,3.067662353
-0.547414603,-10.93184347,4.078919268
-4.344336722,7.186665192,2.682849867
-1.715408938,7.88376202,4.763809158
3.552303773,-4.101709858,1.925307531
-5.657209016,6.443444299,8.162795401
-8.205993042,-5.782345112,3.368853319
2.213321418,-4.656849528,5.959509341
-8.925675139,2.171793916,5.818563418
0.252678745,7.817588602,0.434910988
-9.455919574,-1.631476675,4.467036158
3.235456726,6.656961816,5.74283395
